"id","Symbol","IDG Family"
10375,"PLA2G4C","Enzyme"
10376,"PANK1","Kinase"
10377,"PAQR3","Other"
10378,"F2RL2","GPCR"
10379,"PAXX","Other"
10380,"PAX7","Transcription Factor"
10381,"PCDHGB5","Other"
10382,"PCDHGB6","Other"
10383,"PCDHGB7","Other"
10384,"PCARE","Other"
10385,"PCDHAC2","Other"
10386,"PCDHGA1","Other"
10387,"PBX1","Transcription Factor"
10388,"CFAP221","Other"
10389,"PCDH15","Other"
10390,"PCP4","Other"
10391,"PDE8A","Enzyme"
10392,"PTGDR","GPCR"
10393,"P4HB","Enzyme"
10394,"PDIK1L","Kinase"
10395,"PDCD6","Other"
10396,"PDIA5","Enzyme"
10397,"PDIA6","Enzyme"
10398,"PDK4","Kinase"
10399,"PDE7A","Enzyme"
10400,"PDCD2L","Other"
10401,"PDE10A","Enzyme"
10402,"PDE4D","Enzyme"
10403,"CBFB","Transcription Factor"
10404,"RABL6","Enzyme"
10405,"PEF1","Other"
10406,"RAC1","Enzyme"
10407,"LPO","Enzyme"
10408,"PES1","Other"
10409,"PEX13","Other"
10410,"RAD54L","Other"
10411,"PEX6","Enzyme"
10412,"PF4V1","Other"
10413,"PFDN4","Other"
10414,"PLA2G12A","Enzyme"
10415,"PGAM4","Enzyme"
10416,"PGRMC2","Other"
10417,"PHACTR4","Enzyme"
10418,"PHAX","Other"
10419,"NUDT18","Enzyme"
10420,"NUBP1","Other"
10421,"NUPR1","Other"
10422,"NYX","Other"
10423,"GATAD2A","Other"
10424,"GATAD2B","Transcription Factor"
10425,"PABPC4L","Other"
10426,"PLA2G2C","Enzyme"
10427,"PADI1","Enzyme"
10428,"PACSIN3","Enzyme"
10429,"PACRGL","Other"
10430,"ADCYAP1R1","GPCR"
10431,"PADI4","Enzyme"
10432,"PAGE3","Other"
10433,"PAGE4","Other"
10434,"PAPSS1","Enzyme"
10435,"PAQR5","Other"
10436,"PAQR6","Other"
10437,"PATZ1","Transcription Factor"
10438,"PARPBP","Other"
10439,"PAX6","Transcription Factor"
10440,"PCDHA10","Other"
10441,"PCDHGA5","Other"
10442,"PCDHB2","Other"
10443,"PXN","Other"
10444,"PARP8","Enzyme"
10445,"PAX3","Transcription Factor"
10446,"PAXIP1","Other"
10447,"PCDH18","Other"
10448,"PBOV1","Other"
10449,"PCID2","Other"
10450,"PCGF2","Other"
10451,"PCDHGA3","Other"
10452,"PCDH12","Other"
10453,"PCNX3","Other"
10454,"PDCD6IP","Other"
10455,"PDCD1LG2","Other"
10456,"PDE12","Enzyme"
10457,"PDCD2","Other"
10458,"POLDIP3","Enzyme"
10459,"PDE9A","Enzyme"
10460,"PDCD7","Other"
10461,"PDE3A","Enzyme"
10462,"PDCL3","Other"
10463,"PDE4C","Enzyme"
10464,"CRABP2","Other"
10465,"RAG2","Epigenetic"
10466,"PGBD2","Other"
10467,"PGBD5","Other"
10468,"HSPG2","Enzyme"
10469,"RDH5","Enzyme"
10470,"PTGER4","GPCR"
10471,"PPL","Other"
10472,"PGAP2","Other"
10473,"ACAN","Other"
10474,"PGAM5","Enzyme"
10475,"PDGFRB","Kinase"
10476,"RALB","Enzyme"
10477,"PGGHG","Enzyme"
10478,"PGK2","Kinase"
10479,"PTGS1","Enzyme"
10480,"RAMP3","Other"
10481,"PGP","Enzyme"
10482,"PGM5","Enzyme"
10483,"PHC1","Other"
10484,"GPLD1","Enzyme"
10485,"PHLPP2","Enzyme"
10486,"PDCL","Other"
10487,"TENT4A","Enzyme"
10488,"F2R","GPCR"
10489,"PAPPA","Other"
10490,"PANK4","Kinase"
10491,"PAQR7","Other"
10492,"PATL1","Other"
10493,"PARP10","Enzyme"
10494,"PARD6B","Other"
10495,"PARP4","Enzyme"
10496,"PATE4","Other"
10497,"PARVA","Other"
10498,"PARN","Enzyme"
10499,"HCG22","Other"
10500,"PCDHB9","Other"
10501,"SLC46A1","Transporter"
10502,"PCDHA1","Other"
10503,"PCDHA13","Other"
10504,"PRCP","Enzyme"
10505,"PCSK5","Enzyme"
10506,"PDE8B","Enzyme"
10507,"PDXDC1","Enzyme"
10508,"PARP3","Enzyme"
10509,"PCDHA8","Other"
10510,"PCDH9","Other"
10511,"PCDHB6","Other"
10512,"TRIP13","Enzyme"
10513,"PCSK6","Enzyme"
10514,"PTGDR2","GPCR"
10515,"PDE5A","Enzyme"
10516,"PDE6A","Enzyme"
10517,"PDIA3","Enzyme"
10518,"PDCD5","Other"
10519,"PDK1","Kinase"
10520,"PDE6D","Enzyme"
10521,"PDK3","Kinase"
10522,"PDGFC","Other"
10523,"PDGFD","Other"
10524,"PDLIM1","Other"
10525,"PDLIM2","Other"
10526,"PDLIM3","Other"
10527,"PDYN","Other"
10528,"PTGER1","GPCR"
10529,"PCED1A","Enzyme"
10530,"PELP1","Other"
10531,"PGA4","Enzyme"
10532,"BCAN","Other"
10533,"PGBD1","Other"
10534,"PGBD4","Other"
10535,"PCCB","Enzyme"
10536,"PCDHGA12","Other"
10537,"PDCD1","Other"
10538,"PDE3B","Enzyme"
10539,"PDGFA","Other"
10540,"PDE4A","Enzyme"
10541,"PDE4B","Enzyme"
10542,"PDGFB","Other"
10543,"PDZK1P1","Other"
10544,"PEA15","Other"
10545,"PEAK1","Kinase"
10546,"PEG3","Transcription Factor"
10547,"PELI1","Enzyme"
10548,"PER3","Other"
10549,"PERP","Other"
10550,"VBP1","Other"
10551,"PEX7","Other"
10552,"DCN","Other"
10553,"MIR7-3HG","Other"
10554,"POGLUT1","Enzyme"
10555,"PDXDC2P","Enzyme"
10556,"PODXL2","Other"
10557,"RAC2","Enzyme"
10558,"TPO","Enzyme"
10559,"RACK1","Other"
10560,"RAD18","Enzyme"
10561,"RAD1","Other"
10562,"RAD21","Other"
10563,"PEX10","Other"
10564,"PEX16","Other"
10565,"PEX12","Other"
10566,"PTGFR","GPCR"
10567,"PFDN2","Other"
10568,"RAD9A","Other"
10569,"PGAM2","Enzyme"
10570,"RDM1","Other"
10571,"PHACTR3","Enzyme"
10572,"PAQR8","Other"
10573,"PARG","Enzyme"
10574,"PARP9","Enzyme"
10575,"PBDC1","Other"
10576,"PCDHGC5","Other"
10577,"PCDHB15","Other"
10578,"LPCAT1","Enzyme"
10579,"PCDHB18P","Other"
10580,"PCGF3","Other"
10581,"PBX2","Transcription Factor"
10582,"PCDH10","Other"
10583,"PCK2","Kinase"
10584,"PCNP","Other"
10585,"PDZD9","Other"
10586,"PER1","Other"
10587,"PFDN6","Other"
10588,"UQCRHL","Other"
10589,"QSOX2","Enzyme"
10590,"C9orf64","Other"
10591,"RAB40B","Other"
10592,"RBAK","Transcription Factor"
10593,"RASSF7","Other"
10594,"RBBP7","Other"
10595,"RAB33A","Enzyme"
10596,"RAB39B","Enzyme"
10597,"RAB3GAP2","Enzyme"
10598,"OCA2","Other"
10599,"RNF113A","Other"
10600,"RAB12","Enzyme"
10601,"RAB3IL1","Other"
10602,"RAB23","Enzyme"
10603,"RNF144A","Enzyme"
10604,"RAB31","Enzyme"
10605,"RAB34","Enzyme"
10606,"RGS9BP","Other"
10607,"RAB8A","Enzyme"
10608,"RAB8B","Enzyme"
10609,"RAB6C","Enzyme"
10610,"RAB3D","Enzyme"
10611,"RAD50","Other"
10612,"RASA3","Enzyme"
10613,"ERAS","Enzyme"
10614,"MRAS","Enzyme"
10615,"RAP2A","Enzyme"
10616,"RABGAP1L","Enzyme"
10617,"RBL2","Other"
10618,"RBM14","Other"
10619,"RBM4B","Other"
10620,"QRFPR","GPCR"
10621,"CRYZ","Enzyme"
10622,"RAB13","Enzyme"
10623,"RXFP3","GPCR"
10624,"RAB28","Enzyme"
10625,"RAB2A","Enzyme"
10626,"RAB37","Enzyme"
10627,"RAB2B","Enzyme"
10628,"RAB5C","Enzyme"
10629,"RAB6B","Enzyme"
10630,"RAB4A","Enzyme"
10631,"RAB10","Enzyme"
10632,"RDX","Other"
10633,"RASA1","Enzyme"
10634,"RAPH1","Other"
10635,"RANBP1","Enzyme"
10636,"RASSF3","Other"
10637,"RB1CC1","Other"
10638,"RABL2A","Enzyme"
10639,"RBM34","Other"
10640,"RBM41","Other"
10641,"RBM42","Other"
10642,"RBM5","Other"
10643,"RBM20","Other"
10644,"RBM45","Other"
10645,"RCOR1","Transcription Factor"
10646,"RCOR2","Transcription Factor"
10647,"QSER1","Other"
10648,"RARB","Nuclear Receptor"
10649,"RAB39A","Enzyme"
10650,"RABGAP1L","Enzyme"
10651,"RAB40A","Other"
10652,"RABGAP1","Enzyme"
10653,"RBM12","Other"
10654,"RANBP10","Other"
10655,"RBMX","Other"
10656,"RBSN","Other"
10657,"TAF15","Other"
10658,"RBKS","Kinase"
10659,"LMO1","Other"
10660,"LMO2","Other"
10661,"RCAN2","Other"
10662,"RBX1","Enzyme"
10663,"RBMY1A1","Other"
10664,"RBMY1C","Other"
10665,"RCC1","Other"
10666,"RCC2","Other"
10667,"PUS3","Enzyme"
10668,"PLXDC2","Other"
10669,"PZP","Other"
10670,"QTRT2","Enzyme"
10671,"PUSL1","Enzyme"
10672,"PDZRN3","Enzyme"
10673,"QRICH2","Other"
10674,"QKI","Other"
10675,"QPCTL","Enzyme"
10676,"RPL39P5","Other"
10677,"RXFP4","GPCR"
10678,"RAB25","Enzyme"
10679,"RAB4B","Enzyme"
10680,"RAD51AP2","Other"
10681,"RGS7BP","Other"
10682,"RAB30","Enzyme"
10683,"RAB3B","Enzyme"
10684,"RAD54B","Other"
10685,"RAB3IP","Other"
10686,"RAB7A","Enzyme"
10687,"RAB41","Enzyme"
10688,"RAB42","Enzyme"
10689,"RAB7B","Enzyme"
10690,"RAE1","Other"
10691,"CHM","Enzyme"
10692,"CHML","Enzyme"
10693,"RAB11B","Enzyme"
10694,"AGPAT5","Enzyme"
10695,"POU2F2","Transcription Factor"
10696,"ERVK-11","Enzyme"
10697,"ERVK-6","Enzyme"
10698,"POC1B","Other"
10699,"PPP1R3C","Enzyme"
10700,"PPIL6","Enzyme"
10701,"PPM1B","Enzyme"
10702,"PRR20E","Other"
10703,"PRAC1","Other"
10704,"PRAMEF13","Other"
10705,"PRAG1","Kinase"
10706,"PRDM2","TF-Epigenetic"
10707,"PRAMEF4","Other"
10708,"PREX2","Other"
10709,"PRAME","Other"
10710,"PRR14L","Other"
10711,"PRDX2","Other"
10712,"PRG2","Other"
10713,"PPARGC1A","Other"
10714,"PRIMA1","Other"
10715,"UQCR11","Other"
10716,"RPL3L","Other"
10717,"RAB32","Enzyme"
10718,"RAB17","Enzyme"
10719,"RAB19","Enzyme"
10720,"RAD51D","Other"
10721,"RABEP2","Enzyme"
10722,"HRAS","Enzyme"
10723,"RARA","Nuclear Receptor"
10724,"RAN","Enzyme"
10725,"RBM12B-AS1","Other"
10726,"RASAL3","Other"
10727,"RBBP4","Other"
10728,"NRAS","Enzyme"
10729,"RBBP6","Enzyme"
10730,"PDZRN4","Other"
10731,"UQCR10","Other"
10732,"RNF113B","Other"
10733,"RAD51C","Other"
10734,"RAB29","Enzyme"
10735,"RAB26","Enzyme"
10736,"RAB9A","Enzyme"
10737,"RAB6D","Other"
10738,"RAB44","Enzyme"
10739,"RADX","Other"
10740,"RADIL","Other"
10741,"RBM12B","Other"
10742,"RASEF","Other"
10743,"RAP1A","Enzyme"
10744,"RAX2","Transcription Factor"
10745,"RASL12","Enzyme"
10746,"PIGP","Enzyme"
10747,"PIGC","Enzyme"
10748,"PIP5K1A","Kinase"
10749,"PIGH","Enzyme"
10750,"PTGIR","GPCR"
10751,"PLCG2","Enzyme"
10752,"PGF","Other"
10753,"PLCXD1","Other"
10754,"PLK5","Kinase"
10755,"PLIN1","Other"
10756,"PLLP","Ion Channel"
10757,"PF4","Other"
10758,"PLP2","Other"
10759,"PLSCR3","Enzyme"
10760,"PLSCR4","Enzyme"
10761,"PMF1","Other"
10762,"PLXND1","Other"
10763,"PMP22","Other"
10764,"POU6F2","Transcription Factor"
10765,"NPHS2","Other"
10766,"PODXL","Other"
10767,"POU3F2","Transcription Factor"
10768,"PPM1J","Enzyme"
10769,"PPT2","Enzyme"
10770,"PSTPIP2","Enzyme"
10771,"ALDH18A1","Enzyme"
10772,"PAPOLG","Enzyme"
10773,"PAPPA2","Other"
10774,"ADIPOR2","Other"
10775,"F2RL1","GPCR"
10776,"PARP1","Enzyme"
10777,"PARD3","Other"
10778,"PARP2","Enzyme"
10779,"PATL2","Other"
10780,"PATE1","Other"
10781,"PARP6","Enzyme"
10782,"PCDH1","Other"
10783,"PCDHA7","Other"
10784,"LPCAT2","Enzyme"
10785,"PCDHGA7","Other"
10786,"PCDHB5","Other"
10787,"PCK1","Kinase"
10788,"PCM1","Other"
10789,"PCMTD1","Enzyme"
10790,"PCSK4","Enzyme"
10791,"PCNX2","Other"
10792,"PCYT1B","Enzyme"
10793,"PCNX4","Other"
10794,"CD274","Other"
10795,"PCSK9","Enzyme"
10796,"PDE1C","Enzyme"
10797,"PDZK1IP1","Other"
10798,"RABL3","Enzyme"
10799,"PENK","Other"
10800,"PEAR1","Other"
10801,"PEG10","Other"
10802,"PDZD4","Other"
10803,"PFDN1","Other"
10804,"PEX19","Other"
10805,"RAG1","Other"
10806,"AGER","Other"
10807,"PTGES2","Enzyme"
10808,"PTGS2","Enzyme"
10809,"RAI1","Epigenetic"
10810,"RALA","Enzyme"
10811,"RALYL","Other"
10812,"RALY","Other"
10813,"PCBD1","Enzyme"
10814,"CRABP1","Other"
10815,"PGA3","Enzyme"
10816,"PGC","Enzyme"
10817,"PEPD","Enzyme"
10818,"MPO","Enzyme"
10819,"PRF1","Other"
10820,"PEX14","Other"
10821,"PEX1","Enzyme"
10822,"PFDN5","Other"
10823,"PARP14","Enzyme"
10824,"PARVB","Other"
10825,"PAX1","Transcription Factor"
10826,"PASD1","Other"
10827,"PAX9","Transcription Factor"
10828,"PARM1","Other"
10829,"PCDHB10","Other"
10830,"PCDHGB4","Other"
10831,"PCDHGC3","Other"
10832,"PCBP3","Other"
10833,"PCDHA4","Other"
10834,"PCDH8","Other"
10835,"PCIF1","Other"
10836,"PCGF5","Other"
10837,"PCDHGA8","Other"
10838,"PCGF6","Other"
10839,"PCDHGA11","Other"
10840,"PCOTH","Other"
10841,"PCSK1N","Other"
10842,"PCSK7","Enzyme"
10843,"PDCD10","Other"
10844,"PDK2","Kinase"
10845,"POLDIP2","Enzyme"
10846,"PDZD2","Other"
10847,"PGGT1B","Enzyme"
10848,"PHF19","Epigenetic"
10849,"PHC2","Other"
10850,"PHC3","Other"
10851,"PHF24","Other"
10852,"PHLDB3","Other"
10853,"PIEZO2","Ion Channel"
10854,"PIFO","Other"
10855,"INPP5J","Enzyme"
10856,"PIK3R5","Enzyme"
10857,"PIGBOS1","Other"
10858,"PLEKHA7","Other"
10859,"PITX3","Transcription Factor"
10860,"PKP3","Other"
10861,"RLN2","Other"
10862,"PKN2","Kinase"
10863,"PRELID3A","Other"
10864,"PHEX","Enzyme"
10865,"PGM2L1","Enzyme"
10866,"PHB","Other"
10867,"PHGR1","Other"
10868,"PHLDA1","Other"
10869,"PHLDA2","Other"
10870,"PHLDA3","Other"
10871,"PHOSPHO1","Enzyme"
10872,"PHOSPHO2","Enzyme"
10873,"PIEZO1","Ion Channel"
10874,"PI4KA","Kinase"
10875,"PIGN","Enzyme"
10876,"PI4KB","Kinase"
10877,"PIH1D2","Other"
10878,"PIAS3","Transcription Factor"
10879,"PIGT","Enzyme"
10880,"PIGW","Other"
10881,"PIGX","Other"
10882,"PINLYP","Enzyme"
10883,"PIWIL1","Other"
10884,"PITPNA","Other"
10885,"PIWIL3","Other"
10886,"PIWIL4","Other"
10887,"PITPNC1","Other"
10888,"PKHD1","Other"
10889,"PLEKHF2","Other"
10890,"PIK3C3","Kinase"
10891,"PKP2","Other"
10892,"PLEKHG3","Other"
10893,"PTGER3","GPCR"
10894,"PDZD8","Other"
10895,"TWNK","Other"
10896,"RABGEF1","Other"
10897,"PELI2","Enzyme"
10898,"RAC3","Enzyme"
10899,"PERM1","Other"
10900,"PHF21A","Epigenetic"
10901,"PHF21B","Epigenetic"
10902,"PGAP3","Other"
10903,"HPGD","Enzyme"
10904,"RANGAP1","Enzyme"
10905,"RDH16","Enzyme"
10906,"PGRMC1","Other"
10907,"PGLYRP3","Other"
10908,"PHF2","Epigenetic"
10909,"PIANP","Other"
10910,"PATE3","Other"
10911,"PARP16","Enzyme"
10912,"TIPARP","Enzyme"
10913,"PARK7","Enzyme"
10914,"PAX2","Transcription Factor"
10915,"PBRM1","TF-Epigenetic"
10916,"PCDHA6","Other"
10917,"PCDHAC1","Other"
10918,"PCDHA9","Other"
10919,"PCCA","Enzyme"
10920,"PCDHB3","Other"
10921,"PCDH11X","Other"
10922,"PCDHGB2","Other"
10923,"PCDHGB3","Other"
10924,"DCHS1","Other"
10925,"PID1","Other"
10926,"PCNA","Other"
10927,"PCMTD2","Enzyme"
10928,"PCDH11Y","Other"
10929,"PCOLCE","Enzyme"
10930,"PDE1A","Enzyme"
10931,"PDE6B","Enzyme"
10932,"PDE6C","Enzyme"
10933,"PDE2A","Enzyme"
10934,"PDILT","Enzyme"
10935,"PDXK","Kinase"
10936,"PECR","Enzyme"
10937,"SERPINF1","Other"
10938,"PEAK3","Other"
10939,"PEMT","Enzyme"
10940,"NPEPL1","Enzyme"
10941,"SLC8B1","Transporter"
10942,"NBPF4","Other"
10943,"NBPF5P","Other"
10944,"NCKAP5L","Other"
10945,"NCOA5","Other"
10946,"NME1","Kinase"
10947,"NDRG4","Other"
10948,"NDUFB1","Enzyme"
10949,"NDUFA4","Enzyme"
10950,"NDUFB7","Enzyme"
10951,"NDUFA5","Enzyme"
10952,"NDST4","Enzyme"
10953,"NDUFB11","Enzyme"
10954,"GAP43","Other"
10955,"NEXMIF","Other"
10956,"MME","Enzyme"
10957,"NEURL1","Enzyme"
10958,"RASAL2","Enzyme"
10959,"NUS1","Enzyme"
10960,"NGB","Other"
10961,"TACR3","GPCR"
10962,"PANO1","Other"
10963,"TENT4B","Enzyme"
10964,"PANX2","Ion Channel"
10965,"ADIPOR1","Other"
10966,"PARP12","Enzyme"
10967,"PCDH17","Other"
10968,"PCBP2","Other"
10969,"PCDHGC4","Other"
10970,"PCBP4","Other"
10971,"PCDHB16","Other"
10972,"PCDHA5","Other"
10973,"PBX3","Transcription Factor"
10974,"PBX4","Transcription Factor"
10975,"PCLO","Other"
10976,"PCP2","Other"
10977,"PCYOX1","Enzyme"
10978,"PCYT1A","Enzyme"
10979,"PCYT2","Enzyme"
10980,"PDE7B","Enzyme"
10981,"PDE1B","Enzyme"
10982,"PDIA2","Enzyme"
10983,"PDCD4","Other"
10984,"PDIA4","Enzyme"
10985,"PDCL2","Other"
10986,"REG3G","Other"
10987,"MTRF1L","Enzyme"
10988,"RPA1","Other"
10989,"RGL4","Other"
10990,"RFXAP","Other"
10991,"RGPD1","Other"
10992,"RFPL4A","Other"
10993,"RASGRF1","Other"
10994,"ARHGAP19","Enzyme"
10995,"RHBDD3","Other"
10996,"RHD","Other"
10997,"ARHGAP23","Enzyme"
10998,"ARHGAP27","Enzyme"
10999,"RHCG","Other"
11000,"RIMKLB","Enzyme"
11001,"RAB22A","Enzyme"
11002,"RARRES2","Other"
11003,"RAB11A","Enzyme"
11004,"RASSF10","Other"
11005,"RBBP9","Enzyme"
11006,"RDH10","Enzyme"
11007,"HERV-K104","Other"
11008,"REEP3","Other"
11009,"RELL1","Other"
11010,"UPF3B","Other"
11011,"RGMA","Other"
11012,"RFWD3","Enzyme"
11013,"RACGAP1","Enzyme"
11014,"RIPK2","Kinase"
11015,"RIT1","Enzyme"
11016,"ERVK-6","Other"
11017,"RD3L","Other"
11018,"REG1A","Other"
11019,"IK","Other"
11020,"REEP4","Other"
11021,"RETSAT","Enzyme"
11022,"RBFOX1","Other"
11023,"RFFL","Enzyme"
11024,"RGS7","Other"
11025,"RAB11FIP4","Other"
11026,"RFX1","Transcription Factor"
11027,"RCVRN","Other"
11028,"REV3L","Enzyme"
11029,"RFPL3S","Other"
11030,"RFLNA","Other"
11031,"RFC4","Other"
11032,"RFC1","Other"
11033,"RFTN2","Other"
11034,"RFPL4AL1","Other"
11035,"RALGPS2","Other"
11036,"RGS11","Other"
11037,"RGS16","Other"
11038,"RHPN1-AS1","Other"
11039,"ARHGAP17","Enzyme"
11040,"ARHGAP18","Enzyme"
11041,"RHBG","Other"
11042,"ARHGAP26","Enzyme"
11043,"ARHGAP31","Enzyme"
11044,"ARHGAP32","Enzyme"
11045,"RIBC2","Other"
11046,"RECQL","Enzyme"
11047,"MTRF1","Enzyme"
11048,"REXO4","Enzyme"
11049,"RFX5","Transcription Factor"
11050,"RGCC","Other"
11051,"RASGEF1A","Other"
11052,"RGS18","Other"
11053,"RGS19","Other"
11054,"RALGPS1","Other"
11055,"RGS20","Other"
11056,"RGS3","Other"
11057,"RHBDL2","Enzyme"
11058,"ARHGAP20","Enzyme"
11059,"RHEB","Enzyme"
11060,"ARHGAP39","Enzyme"
11061,"ARHGAP29","Enzyme"
11062,"ARHGAP9","Enzyme"
11063,"ARHGAP10","Enzyme"
11064,"ARHGAP35","Enzyme"
11065,"RHOC","Enzyme"
11066,"RHOD","Enzyme"
11067,"RHOH","Enzyme"
11068,"RHOJ","Enzyme"
11069,"RHOQ","Enzyme"
11070,"RFTN1","Other"
11071,"RFC5","Other"
11072,"RASGEF1B","Other"
11073,"RALGAPA2","Enzyme"
11074,"RGPD5","Other"
11075,"RGS1","Other"
11076,"RGP1","Other"
11077,"RFX3","Transcription Factor"
11078,"RGS6","Other"
11079,"RHBDL3","Other"
11080,"ARHGAP24","Enzyme"
11081,"ARHGAP40","Enzyme"
11082,"ARHGAP4","Enzyme"
11083,"RILPL1","Other"
11084,"RFX8","Transcription Factor"
11085,"RFXANK","Other"
11086,"RAB11FIP3","Other"
11087,"RGS8","Other"
11088,"RGN","Other"
11089,"RASGRF2","Other"
11090,"RHBDF2","Enzyme"
11091,"ARHGAP25","Enzyme"
11092,"RHPN2","Other"
11093,"RILP","Other"
11094,"RIOX2","Epigenetic"
11095,"RIPK1","Kinase"
11096,"RNH1","Enzyme"
11097,"RDH12","Enzyme"
11098,"RDH14","Enzyme"
11099,"RAD23B","Other"
11100,"RECQL5","Enzyme"
11101,"REM2","Enzyme"
11102,"RETNLB","Other"
11103,"REXO5","Enzyme"
11104,"RFC2","Other"
11105,"RFLNB","Other"
11106,"RGS17","Other"
11107,"RGPD2","Other"
11108,"RGS2","Other"
11109,"RFX2","Transcription Factor"
11110,"RGS4","Other"
11111,"RASD2","Enzyme"
11112,"RHOU","Enzyme"
11113,"ARHGAP28","Enzyme"
11114,"ARHGAP30","Enzyme"
11115,"ADARB2","Enzyme"
11116,"REPS2","Other"
11117,"REXO1","Enzyme"
11118,"RGL3","Other"
11119,"RFPL2","Other"
11120,"RFPL3","Other"
11121,"RGPD8","Other"
11122,"RAB11FIP5","Other"
11123,"RGS9","Other"
11124,"RGS21","Other"
11125,"RGMB","Other"
11126,"RGS5","Other"
11127,"RHOXF2B","Transcription Factor"
11128,"DLC1","Enzyme"
11129,"ARHGAP12","Enzyme"
11130,"RICTOR","Other"
11131,"RAVER1","Other"
11132,"RANBP9","Other"
11133,"RBBP5","Other"
11134,"RAP2B","Enzyme"
11135,"RCOR3","Transcription Factor"
11136,"RCN2","Other"
11137,"RETREG1","Other"
11138,"RFX4","Transcription Factor"
11139,"RGL1","Other"
11140,"RBFOX2","Other"
11141,"RALGAPA1","Enzyme"
11142,"RGPD3","Other"
11143,"RGPD4","Other"
11144,"RHBDL1","Enzyme"
11145,"RHAG","Other"
11146,"RHBDD1","Enzyme"
11147,"RHBDD2","Enzyme"
11148,"RHOBTB2","Other"
11149,"RIN3","Other"
11150,"RING1","Enzyme"
11151,"RIPPLY2","Other"
11152,"RIMS4","Other"
11153,"RRM2B","Enzyme"
11154,"RIPOR3","Other"
11155,"RIPK4","Kinase"
11156,"RIT2","Enzyme"
11157,"RPL15","Other"
11158,"RPS21","Other"
11159,"RPS24","Other"
11160,"RPS25","Other"
11161,"RPS26P11","Other"
11162,"RPS26","Other"
11163,"RPS27A","Other"
11164,"RPS27L","Other"
11165,"RPS27","Other"
11166,"RPS28","Other"
11167,"RPS29","Other"
11168,"RPS2","Other"
11169,"RIMBP2","Other"
11170,"RIOX1","Epigenetic"
11171,"RIMS3","Other"
11172,"RNF2","Enzyme"
11173,"RRM2","Enzyme"
11174,"RPL32","Other"
11175,"RPL37A","Other"
11176,"KSR1","Kinase"
11177,"KSR2","Kinase"
11178,"KATNBL1","Other"
11179,"KRTDAP","Other"
11180,"MIPOL1","Other"
11181,"TRAF3IP1","Other"
11182,"RHOT1","Enzyme"
11183,"MISP","Other"
11184,"AMH","Other"
11185,"MITF","Transcription Factor"
11186,"MAPK6","Kinase"
11187,"KTI12","Other"
11188,"NIFK","Other"
11189,"MKKS","Other"
11190,"LRRC37A2","Other"
11191,"LRRC37A3","Other"
11192,"KYNU","Enzyme"
11193,"LAMA2","Other"
11194,"MMP24","Enzyme"
11195,"LALBA","Enzyme"
11196,"LARGE2","Enzyme"
11197,"KDM1A","Epigenetic"
11198,"KDM2B","Epigenetic"
11199,"KDM3B","Epigenetic"
11200,"KDM4B","Epigenetic"
11201,"KDM4C","Epigenetic"
11202,"KDM5A","TF-Epigenetic"
11203,"KDM5C","TF-Epigenetic"
11204,"KDM5D","TF-Epigenetic"
11205,"KDM6A","Epigenetic"
11206,"KDM6B","Epigenetic"
11207,"KDM7A","Epigenetic"
11208,"PRKG1","Kinase"
11209,"KIR2DL2","Other"
11210,"KIR2DL3","Other"
11211,"KIR2DL5A","Other"
11212,"KIR2DL5B","Other"
11213,"KIR2DS2","Other"
11214,"KIR2DS3","Other"
11215,"KIR2DS5","Other"
11216,"KIR3DL1","Other"
11217,"PSKH1","Kinase"
11218,"KRTAP13-3","Other"
11219,"KRTAP13-4","Other"
11220,"KRTAP15-1","Other"
11221,"KRTAP1-1","Other"
11222,"LLGL2","Other"
11223,"LAMA3","Other"
11224,"LAMA5","Other"
11225,"TMPO","Other"
11226,"LCA10","Other"
11227,"LCN12","Other"
11228,"LCE1A","Other"
11229,"LCN1","Other"
11230,"LCE3E","Other"
11231,"LCE4A","Other"
11232,"LDB2","Other"
11233,"LDHAL6A","Enzyme"
11234,"LGALS2","Other"
11235,"LGALS3","Other"
11236,"KRTAP11-1","Other"
11237,"PRKCZ","Kinase"
11238,"KRTAP4-11","Other"
11239,"KRTAP5-9","Other"
11240,"KRTAP6-1","Other"
11241,"KRTAP9-3","Other"
11242,"KRTAP20-1","Other"
11243,"KRTAP9-6","Other"
11244,"KRTAP3-3","Other"
11245,"KRTAP24-1","Other"
11246,"KRTAP26-1","Other"
11247,"KRTAP4-1","Other"
11248,"KRIT1","Other"
11249,"PKM","Kinase"
11250,"PKLR","Kinase"
11251,"KRT35","Other"
11252,"KREMEN1","Other"
11253,"KRTAP10-3","Other"
11254,"KRTAP10-10","Other"
11255,"KRTAP10-11","Other"
11256,"KRI1","Other"
11257,"RPS6KB1","Kinase"
11258,"MINK1","Kinase"
11259,"IGKV1-39","Other"
11260,"IGKV2-28","Other"
11261,"IGKV2-29","Other"
11262,"IGKV3D-7","Other"
11263,"IGKV3-11","Other"
11264,"IGKV3-15","Other"
11265,"IGKV1D-17","Other"
11266,"MKNK2","Kinase"
11267,"IGKV1-5","Other"
11268,"IGKV2D-40","Other"
11269,"MMP19","Enzyme"
11270,"MMP1","Enzyme"
11271,"LAIR2","Other"
11272,"MMP25","Enzyme"
11273,"LANCL3","Other"
11274,"MMP27","Enzyme"
11275,"LAMP1","Other"
11276,"LARP4","Other"
11277,"LAMP2","Other"
11278,"LATS1","Kinase"
11279,"LASP1","Other"
