"id","Symbol","IDG Family"
16959,"C11orf86","Other"
16960,"C11orf87","Other"
16961,"C11orf95","Transcription Factor"
16962,"C11orf96","Other"
16963,"CAMK2N1","Enzyme"
16964,"CAMK2N2","Enzyme"
16965,"CDK5RAP1","Other"
16966,"CDK5RAP2","Other"
16967,"CKAP5","Other"
16968,"CMTM2","Other"
16969,"CMTM7","Other"
16970,"CMTM8","Other"
16971,"CKLF","Other"
16972,"C12orf4","Other"
16973,"LINC00615","Other"
16974,"C12orf40","Other"
16975,"C12orf42","Other"
16976,"C12orf45","Other"
16977,"C12orf54","Other"
16978,"C12orf56","Other"
16979,"C12orf65","Enzyme"
16980,"C12orf66","Other"
16981,"C12orf74","Other"
16982,"C12orf76","Other"
16983,"LINC01619","Other"
16984,"CLEC12A","Other"
16985,"CLEC12B","Other"
16986,"CLEC18C","Other"
16987,"CLEC19A","Other"
16988,"CLASP2","Other"
16989,"CLASRP","Other"
16990,"CHAT","Enzyme"
16991,"CLEC14A","Other"
16992,"CLEC1A","Other"
16993,"CLEC2D","Other"
16994,"CLEC2L","Other"
16995,"CLEC4D","Other"
16996,"CLEC4E","Other"
16997,"CLEC4G","Other"
16998,"CLEC5A","Other"
16999,"CLEC7A","Other"
17000,"CLCA1","Ion Channel"
17001,"WDR83OS","Other"
17002,"ASTL","Enzyme"
17003,"CLTB","Other"
17004,"GRAMD1A","Other"
17005,"CLCC1","Ion Channel"
17006,"CLCNKA","Ion Channel"
17007,"ASXL3","Epigenetic"
17008,"ATP1B3","Transporter"
17009,"ATP8B3","Transporter"
17010,"CLDN11","Other"
17011,"CLDN12","Other"
17012,"CLDN14","Other"
17013,"ATP1A1-AS1","Other"
17014,"ATXN7L1","Other"
17015,"CLDN20","Other"
17016,"ATAT1","Epigenetic"
17017,"ATG13","Other"
17018,"ATAD3B","Enzyme"
17019,"ATAD3C","Enzyme"
17020,"ATF4","Transcription Factor"
17021,"ATF6","Transcription Factor"
17022,"ATF7","Transcription Factor"
17023,"CLGN","Other"
17024,"CLIC3","Ion Channel"
17025,"CLIC4","Ion Channel"
17026,"CLIC6","Ion Channel"
17027,"CLK1","Kinase"
17028,"CLK2","Kinase"
17029,"CLK4","Kinase"
17030,"CD300E","Other"
17031,"CD300C","Other"
17032,"CD300A","Other"
17033,"CLMN","Other"
17034,"ADAMTSL1","Other"
17035,"ADAMTSL4","Other"
17036,"ATOH7","Transcription Factor"
17037,"ANO7","Other"
17038,"ANO8","Other"
17039,"PRMT3","Epigenetic"
17040,"APBA2","Other"
17041,"APBA3","Other"
17042,"APOA2","Other"
17043,"APTX","Other"
17044,"AQP6","Other"
17045,"CHMP3","Other"
17046,"CHPF2","Enzyme"
17047,"CHRAC1","Other"
17048,"ASH1L","Epigenetic"
17049,"ASIC1","Ion Channel"
17050,"ASIC2","Ion Channel"
17051,"SMPD1","Enzyme"
17052,"CIR1","Other"
17053,"CIRBP","Other"
17054,"CISD1","Other"
17055,"ASNS","Enzyme"
17056,"CISH","Other"
17057,"CS","Enzyme"
17058,"ASPHD1","Enzyme"
17059,"ASPHD2","Enzyme"
17060,"ACRV1","Other"
17061,"ASPN","Other"
17062,"CIZ1","Other"
17063,"C10orf67","Other"
17064,"C10orf82","Other"
17065,"C10orf90","Other"
17066,"C10orf105","Other"
17067,"C10orf111","Other"
17068,"C10orf120","Other"
17069,"C10orf126","Other"
17070,"C10orf142","Other"
17071,"C10orf143","Other"
17072,"C11orf24","Other"
17073,"C11orf49","Other"
17074,"C11orf65","Other"
17075,"ASS1","Enzyme"
17076,"C11orf94","Other"
17077,"C11orf98","Other"
17078,"CKAP2","Other"
17079,"CKAP4","Other"
17080,"C12orf81","Other"
17081,"CLEC16A","Other"
17082,"CLEC17A","Other"
17083,"CLEC20A","Other"
17084,"CCL3L1","Other"
17085,"CLEC1B","Other"
17086,"CLEC3A","Other"
17087,"CLEC4A","Other"
17088,"CLEC4C","Other"
17089,"CLEC4M","Other"
17090,"CLEC9A","Other"
17091,"CLCA3P","Ion Channel"
17092,"CLCA4","Ion Channel"
17093,"ASZ1","Other"
17094,"ASTN2","Other"
17095,"ATP10D","Transporter"
17096,"ATP11A","Transporter"
17097,"ASDURF","Other"
17098,"ATP13A1","Transporter"
17099,"ATP13A4","Transporter"
17100,"ATP1B4","Transporter"
17101,"ATP1A3","Transporter"
17102,"ATP5MC1","Enzyme"
17103,"ATP1B1","Transporter"
17104,"ATXN8OS","Other"
17105,"ATP2B2","Transporter"
17106,"CLDN16","Other"
17107,"ATAD5","Enzyme"
17108,"ATP2C2","Transporter"
17109,"CLDN2","Other"
17110,"CLDN34","Other"
17111,"ATF1","Transcription Factor"
17112,"ATCAY","Other"
17113,"CLDN8","Other"
17114,"ATAD2B","Epigenetic"
17115,"ATAD3A","Enzyme"
17116,"ATG12","Other"
17117,"ATE1","Enzyme"
17118,"ARFRP1","Enzyme"
17119,"ARHGEF12","Other"
17120,"ARIH2","Enzyme"
17121,"ARID3A","Transcription Factor"
17122,"ARID4A","TF-Epigenetic"
17123,"ARL10","Enzyme"
17124,"CHPF","Enzyme"
17125,"CHST1","Enzyme"
17126,"CHST6","Enzyme"
17127,"CHST11","Enzyme"
17128,"RPS19BP1","Other"
17129,"ACTR10","Other"
17130,"ARPP19","Other"
17131,"ACTR3","Other"
17132,"C9orf57","Other"
17133,"ARPC2","Other"
17134,"ARRDC5","Other"
17135,"ARRB1","Other"
17136,"CIART","Other"
17137,"ARRB2","Other"
17138,"ARSB","Enzyme"
17139,"ARR3","Other"
17140,"CIC","Transcription Factor"
17141,"ARSD","Enzyme"
17142,"ARSF","Enzyme"
17143,"ARSG","Enzyme"
17144,"ARSJ","Enzyme"
17145,"ARSK","Enzyme"
17146,"TRAF3IP2","Other"
17147,"CILP2","Other"
17148,"ASAH2B","Enzyme"
17149,"ASAH2","Enzyme"
17150,"ASB5","Other"
17151,"ASB6","Other"
17152,"ASB16-AS1","Other"
17153,"ASCC1","Other"
17154,"ASB11","Other"
17155,"ASCL2","Transcription Factor"
17156,"ASCL5","Other"
17157,"ASB15","Other"
17158,"ASB16","Other"
17159,"ASB17","Other"
17160,"ASB18","Other"
17161,"ASF1B","Other"
17162,"C2orf49","Other"
17163,"SMPDL3A","Enzyme"
17164,"SMPDL3B","Enzyme"
17165,"ASMTL","Enzyme"
17166,"ASMT","Enzyme"
17167,"ASNA1","Enzyme"
17168,"CISD3","Other"
17169,"ASPSCR1","Other"
17170,"ASPDH","Enzyme"
17171,"AGA","Enzyme"
17172,"PPP1R13B","Other"
17173,"TP53BP2","Other"
17174,"ASPH","Enzyme"
17175,"CITED1","Other"
17176,"CITED2","Other"
17177,"CITED4","Other"
17178,"C10orf25","Other"
17179,"LINC01553","Other"
17180,"C10orf53","Other"
17181,"C10orf62","Other"
17182,"LINC01561","Other"
17183,"C10orf91","Other"
17184,"C10orf95","Other"
17185,"C10orf113","Other"
17186,"C11orf1","Other"
17187,"C11orf16","Other"
17188,"C11orf21","Other"
17189,"LINC00167","Other"
17190,"C11orf40","Other"
17191,"C11orf42","Other"
17192,"C11orf44","Other"
17193,"C11orf45","Other"
17194,"C11orf52","Other"
17195,"C11orf53","Other"
17196,"C11orf54","Enzyme"
17197,"C11orf68","Other"
17198,"C11orf71","Other"
17199,"C11orf88","Other"
17200,"C11orf91","Other"
17201,"C11orf97","Other"
17202,"CDK5RAP3","Other"
17203,"CMTM1","Other"
17204,"CMTM3","Other"
17205,"CMTM4","Other"
17206,"CMTM5","Other"
17207,"CMTM6","Other"
17208,"C12orf29","Other"
17209,"LINC00612","Other"
17210,"LINC01559","Other"
17211,"C12orf49","Other"
17212,"C12orf50","Other"
17213,"C12orf60","Other"
17214,"LINC01465","Other"
17215,"LINC00477","Other"
17216,"C12orf71","Other"
17217,"C12orf73","Other"
17218,"C12orf77","Other"
17219,"CLEC18A","Other"
17220,"CLEC18B","Other"
17221,"CLASP1","Other"
17222,"CLBA1","Other"
17223,"CLEC10A","Other"
17224,"CLEC11A","Other"
17225,"CLEC2A","Other"
17226,"CLEC2B","Other"
17227,"ARHGEF40","Other"
17228,"CHMP4C","Other"
17229,"CHRD","Other"
17230,"CHSY1","Enzyme"
17231,"CHSY3","Enzyme"
17232,"CHST2","Enzyme"
17233,"CHST3","Enzyme"
17234,"CHST4","Enzyme"
17235,"CHST10","Enzyme"
17236,"CHST14","Enzyme"
17237,"CHTOP","Other"
17238,"ARPP21","Other"
17239,"LINC00032","Other"
17240,"C9orf16","Other"
17241,"ACTR2","Other"
17242,"C9orf43","Other"
17243,"ACTR5","Other"
17244,"C9orf62","Other"
17245,"ACTR6","Other"
17246,"LINC00476","Other"
17247,"C9orf131","Other"
17248,"ACTR8","Other"
17249,"C9orf152","Other"
17250,"C9orf153","Other"
17251,"CIAO2A","Other"
17252,"CIAO2B","Other"
17253,"ARRDC1","Other"
17254,"CIAO1","Other"
17255,"ARRDC4","Other"
17256,"CIAO3","Other"
17257,"SAG","Other"
17258,"ARPC3","Other"
17259,"ARPC4","Other"
17260,"ARPC5","Other"
17261,"ARSI","Enzyme"
17262,"ARTN","Other"
17263,"CIDEB","Other"
17264,"ARVCF","Other"
17265,"ARX","Transcription Factor"
17266,"ASB3","Other"
17267,"ASAP1","Other"
17268,"ASB7","Other"
17269,"ASB8","Other"
17270,"ASAP3","Other"
17271,"ASB12","Other"
17272,"ASB13","Other"
17273,"ANGPTL3","Other"
17274,"AQP7P3","Other"
17275,"ARG1","Enzyme"
17276,"ARL4C","Enzyme"
17277,"ARHGEF2","Other"
17278,"ARL8B","Enzyme"
17279,"ARHGEF7","Other"
17280,"CHST8","Enzyme"
17281,"CHST9","Enzyme"
17282,"CHST12","Enzyme"
17283,"CHST15","Enzyme"
17284,"CHURC1","Other"
17285,"C9orf85","Other"
17286,"C9orf92","Other"
17287,"C9orf106","Other"
17288,"C9orf116","Other"
17289,"C9orf118","Other"
17290,"C9orf129","Other"
17291,"C9orf135","Other"
17292,"C9orf139","Other"
17293,"C9orf163","Other"
17294,"C9orf170","Other"
17295,"NDUFAF1","Other"
17296,"ARRDC2","Other"
17297,"ARSA","Enzyme"
17298,"CIB2","Other"
17299,"CIB3","Other"
17300,"CIB4","Other"
17301,"ARSE","Enzyme"
17302,"ARSH","Enzyme"
17303,"CIDEA","Other"
17304,"ARV1","Other"
17305,"CIDEC","Other"
17306,"AS3MT","Enzyme"
17307,"CILP","Other"
17308,"NAT1","Enzyme"
17309,"NAT2","Enzyme"
17310,"ASAH1","Enzyme"
17311,"ASB4","Other"
17312,"ASAP2","Other"
17313,"ASB9","Other"
17314,"ASB10","Other"
17315,"ASCC2","Other"
17316,"ASCC3","Other"
17317,"ASCL1","Transcription Factor"
17318,"ASCL3","Transcription Factor"
17319,"ASCL4","Transcription Factor"
17320,"PYCARD","Other"
17321,"CINP","Enzyme"
17322,"TRIP10","Other"
17323,"ASB1","Other"
17324,"CIPC","Other"
17325,"ASB2","Other"
17326,"APC2","Other"
17327,"APLF","Other"
17328,"AP3B1","Other"
17329,"APAF1","Enzyme"
17330,"APOA4","Other"
17331,"PMAIP1","Other"
17332,"ARL6IP6","Other"
17333,"ZBTB8OS","Enzyme"
17334,"GRK2","Kinase"
17335,"ARC","Other"
17336,"ARF6","Enzyme"
17337,"ARF4","Enzyme"
17338,"ARGFX","Transcription Factor"
17339,"ARHGEF10L","Other"
17340,"ARHGEF38","Other"
17341,"BCHE","Enzyme"
17342,"CHORDC1","Other"
17343,"CARHSP1","Transcription Factor"
17344,"CHST5","Enzyme"
17345,"CHST7","Enzyme"
17346,"CHST13","Enzyme"
17347,"ACTR3B","Other"
17348,"ACTR3C","Other"
17349,"LINC00474","Other"
17350,"ARRDC1-AS1","Other"
17351,"C9orf40","Other"
17352,"C9orf47","Other"
17353,"C9orf50","Other"
17354,"C9orf66","Other"
17355,"C9orf72","Other"
17356,"ARPC5L","Other"
17357,"LINC00587","Other"
17358,"SPOUT1","Enzyme"
17359,"ARPC1A","Other"
17360,"ARHGEF35","Other"
17361,"ARID3B","Transcription Factor"
17362,"ARL11","Enzyme"
17363,"ARL3","Enzyme"
17364,"ARMC2","Other"
17365,"ARMS2","Other"
17366,"CHN2","Other"
17367,"ARMCX1","Other"
17368,"ARMCX2","Other"
17369,"ARMH1","Other"
17370,"ARMH2","Other"
17371,"ARNT2","Transcription Factor"
17372,"ARL4D","Enzyme"
17373,"NET1","Other"
17374,"ARL16","Enzyme"
17375,"ARL17A","Enzyme"
17376,"ARMC6","Other"
17377,"ARMCX6","Other"
17378,"ARNT","Transcription Factor"
17379,"CHPT1","Enzyme"
17380,,"Other"
17381,"GLI3","Transcription Factor"
17382,"GMEB2","Transcription Factor"
17383,"GMFB","Other"
17384,"GMPPA","Enzyme"
17385,"GMIP","Other"
17386,"GMPR2","Enzyme"
17387,"GNA14","Other"
17388,"GNAI3","Other"
17389,"GNAS","Other"
17390,"GNAQ","Other"
17391,"GNAT2","Other"
17392,"GNL3L","Other"
17393,"IMMP2L","Enzyme"
17394,"IMP4","Other"
17395,"GNPAT","Enzyme"
17396,"GNPDA1","Enzyme"
17397,"GNPDA2","Enzyme"
17398,"GNPTAB","Enzyme"
17399,"GNPTG","Enzyme"
17400,"IMPAD1","Enzyme"
17401,"GNRHR2","GPCR"
17402,"IMPACT","Other"
17403,"GOLGA8F","Other"
17404,"GOLGA8H","Other"
17405,"GOLGA8IP","Other"
17406,"GOLGA8J","Other"
17407,"GOLGA8N","Other"
17408,"GOLGA8R","Other"
17409,"GOLGA8T","Other"
17410,"GOLGA5","Other"
17411,"IMUP","Other"
17412,"INO80C","Other"
17413,"GON7","Other"
17414,"INAFM1","Other"
17415,"INAFM2","Other"
17416,"IFNAR2","Other"
17417,"GORAB","Other"
17418,"INCA1","Other"
17419,"GPR139","GPCR"
17420,"GPR142","GPCR"
17421,"GPR146","GPCR"
17422,"GPR173","GPCR"
17423,"GPR174","GPCR"
17424,"INHBA","Other"
17425,"GPR152","GPCR"
17426,"GPR179","GPCR"
17427,"GPR155","Other"
17428,"GPR156","GPCR"
17429,"INHBB","Other"
17430,"GPR158","GPCR"
17431,"GPR160","GPCR"
17432,"GPR161","GPCR"
17433,"GPAA1","Other"
17434,"INO80","Enzyme"
17435,"GPRC5C","GPCR"
17436,"GPRC5D","GPCR"
17437,"INPP4A","Enzyme"
17438,"GPC6","Other"
17439,"GPBAR1","GPCR"
17440,"INTS8","Other"
17441,"GPR89A","Ion Channel"
17442,"GPM6A","Other"
17443,"INVS","Other"
17444,"INSYN2B","Other"
17445,"IPO5","Other"
17446,"PPP1R2","Enzyme"
17447,"GRHPR","Enzyme"
17448,"GRHL1","Transcription Factor"
17449,"GRIA4","Ion Channel"
17450,"GRID1","Ion Channel"
17451,"GRID2","Ion Channel"
17452,"GRM1","GPCR"
17453,"IRF4","Transcription Factor"
17454,"ACOD1","Enzyme"
17455,"IL1RAPL1","Other"
17456,"IL1RAPL2","Other"
17457,"IRS1","Other"
17458,"IRS2","Other"
17459,"IRS4","Other"
17460,"IRX1","Transcription Factor"
17461,"IRX2","Transcription Factor"
17462,"IRX3","Transcription Factor"
17463,"IRX4","Transcription Factor"
17464,"IRX5","Transcription Factor"
17465,"IRX6","Transcription Factor"
17466,"GSDMA","Other"
17467,"DMC1","Other"
17468,"DMAP1","Enzyme"
17469,"ECSCR","Other"
17470,"ECSIT","Other"
17471,"ECT2L","Other"
17472,"ECT2","Other"
17473,"AMT","Enzyme"
17474,"EDARADD","Other"
17475,"EDAR","Other"
17476,"EDA","Other"
17477,"EDC3","Other"
17478,"EDEM1","Enzyme"
17479,"EDN1","Other"
17480,"EDNRA","GPCR"
17481,"EDNRB","GPCR"
17482,"EEF1A1","Other"
17483,"GUCY1A2","Enzyme"
17484,"GUCY1B1","Enzyme"
17485,"EEF1A1P5","Other"
17486,"GDAP1","Other"
17487,"EEF1B2","Other"
17488,"SLC25A16","Transporter"
17489,"GDF15","Other"
17490,"EEF1G","Other"
17491,"EEF2K","Kinase"
17492,"GDF1","Other"
17493,"GDF3","Other"
17494,"EFCAB10","Other"
17495,"EFCAB14","Other"
17496,"EFCAB3","Other"
17497,"EFCAB8","Other"
17498,"EFCAB9","Other"
17499,"GDF9","Other"
17500,"GDI1","Other"
17501,"GDI2","Other"
17502,"ARHGDIG","Other"
17503,"GDNF","Other"
17504,"GDPD2","Enzyme"
17505,"GDPD3","Enzyme"
17506,"GDPD4","Enzyme"
17507,"GDPD5","Enzyme"
17508,"GDPGP1","Enzyme"
17509,"RAP1GDS1","Enzyme"
17510,"EFHB","Other"
17511,"EFHC1","Other"
17512,"GMNC","Other"
17513,"EEF1AKMT2","Enzyme"
17514,"GEMIN7","Other"
17515,"EEF1AKMT4","Other"
17516,"EFNA1","Kinase"
17517,"EFNA2","Other"
17518,"EFNA3","Other"
17519,"EFNA4","Other"
17520,"GET4","Other"
17521,"GFAP","Other"
17522,"GFI1B","Transcription Factor"
17523,"GFOD1","Enzyme"
17524,"GSG1","Other"
17525,"GCLM","Enzyme"
17526,"GSTA1","Enzyme"
17527,"KCNE2","Ion Channel"
17528,"GSKIP","Other"
17529,"KCNE3","Ion Channel"
17530,"KCNG1","Ion Channel"
17531,"GTDC1","Enzyme"
17532,"SLC2A10","Transporter"
17533,"GTSCR1","Other"
17534,"KCNH4","Ion Channel"
17535,"KCNH7","Ion Channel"
17536,"KCNJ3","Ion Channel"
17537,"KCNJ8","Ion Channel"
17538,"KCNJ9","Ion Channel"
17539,"GUCA1C","Enzyme"
17540,"KCP","Other"
17541,"CKB","Kinase"
17542,"CKM","Kinase"
17543,"GUF1","Other"
17544,"GUCD1","Other"
17545,"KCT2","Other"
17546,"GVQW3","Other"
17547,"GYS2","Enzyme"
17548,"GZF1","Transcription Factor"
17549,"H1FNT","Other"
17550,"HIST3H2A","Other"
17551,"HIST1H2AB","Other"
17552,"HIST2H2AA3","Other"
17553,"HIST2H2AB","Other"
17554,"H2AFB2","Other"
17555,"HIST2H2BE","Other"
17556,"HAUS3","Other"
17557,"HAUS5","Other"
17558,"HS6ST2","Enzyme"
17559,"HABP4","Other"
17560,"HACD1","Enzyme"
17561,"HBE1","Other"
17562,"HACE1","Enzyme"
17563,"HBS1L","Other"
17564,"HCAR3","GPCR"
17565,"TK2","Kinase"
17566,"HCLS1","Other"
17567,"HCN1","Ion Channel"
17568,"HCN2","Ion Channel"
17569,"KLC1","Other"
17570,"HDAC10","Epigenetic"
17571,"KLHDC7B","Other"
17572,"HDAC8","Epigenetic"
17573,"KLHDC1","Other"
17574,"HDGFL2","Epigenetic"
17575,"KLF10","Transcription Factor"
17576,"PUDP","Enzyme"
17577,"KLF14","Transcription Factor"
17578,"KLF16","Transcription Factor"
17579,"KLF2","Transcription Factor"
17580,"HEPACAM2","Other"
17581,"HEPACAM","Other"
17582,"HDAC5","Epigenetic"
17583,"HEATR1","Other"
17584,"HEATR3","Other"
17585,"HELB","Enzyme"
17586,"GATD1","Enzyme"
17587,"GAGE2E","Other"
17588,"GAGE1","Other"
17589,"GAGE6","Other"
17590,"TENT2","Enzyme"
17591,"GBA","Enzyme"
17592,"GPR89B","Ion Channel"
17593,"IRF3","Transcription Factor"
17594,"GSTA2","Enzyme"
17595,"SLC2A14","Transporter"
17596,"GTSE1","Enzyme"
17597,"KCNH8","Ion Channel"
17598,"KCNK4","Ion Channel"
17599,"KCNK7","Ion Channel"
17600,"HIST1H1D","Other"
17601,"HIST1H1E","Other"
17602,"HIST1H1B","Other"
17603,"HIST1H1C","Other"
17604,"H1FX-AS1","Other"
17605,"HS1BP3","Other"
17606,"H1FOO","Other"
17607,"HIST1H2AA","Other"
17608,"HAGHL","Enzyme"
17609,"HS6ST3","Enzyme"
17610,"HAUS1","Other"
17611,"HACD2","Enzyme"
17612,"HBB","Other"
17613,"HACD4","Enzyme"
17614,"HBEGF","Other"
17615,"HBM","Other"
17616,"HCAR1","GPCR"
17617,"GLDN","Other"
17618,"GLMN","Other"
17619,"PIGK","Enzyme"
17620,"GP9","Other"
17621,"DIO1","Enzyme"
17622,"DIO2","Enzyme"
17623,"IPO13","Other"
17624,"GRIK4","Ion Channel"
17625,"GRIK5","Ion Channel"
17626,"GPRIN1","Other"
17627,"GPRIN2","Other"
17628,"GRIFIN","Other"
17629,"GRIP1","Other"
17630,"GRIK1","Ion Channel"
17631,"PPA2","Enzyme"
17632,"GRAMD2A","Other"
17633,"GRK6","Kinase"
17634,"GRK7","Kinase"
17635,"POLR2M","Enzyme"
17636,"ISCA1","Other"
17637,"GSC","Transcription Factor"
17638,"GSK3B","Kinase"
17639,"GSTA4","Enzyme"
17640,"COLGALT2","Enzyme"
17641,"KCNH3","Ion Channel"
17642,"GTPBP3","Enzyme"
17643,"GTSF1","Other"
17644,"KCNK2","Ion Channel"
17645,"KCNK3","Ion Channel"
17646,"KCNK5","Ion Channel"
17647,"KCNN4","Ion Channel"
17648,"KCNQ2","Ion Channel"
17649,"GUCA1B","Enzyme"
17650,"GDA","Enzyme"
17651,"KRTCAP3","Other"
17652,"GUCA1A","Enzyme"
17653,"HIST1H2AG","Other"
17654,"H2AFY2","Other"
17655,"HIST1H2AH","Other"
17656,"HIST1H2AJ","Other"
17657,"GLCCI1","Other"
17658,"GBE1","Enzyme"
17659,"GLB1L2","Enzyme"
17660,"GLYCTK","Kinase"
17661,"GLIPR1","Other"
17662,"GSTT2","Enzyme"
17663,"GSTA5","Enzyme"
17664,"GSTT4","Other"
17665,"GSX1","Transcription Factor"
17666,"GSTO2","Enzyme"
17667,"GTF2IRD1","Transcription Factor"
17668,"KCNH1","Ion Channel"
17669,"SLC2A6","Transporter"
17670,"SLC2A7","Transporter"
17671,"GTPBP1","Other"
17672,"GTSF1L","Other"
17673,"KCNH6","Ion Channel"
17674,"KCNK6","Ion Channel"
17675,"KCNK12","Ion Channel"
17676,"KCNK18","Ion Channel"
17677,"KCNQ1","Ion Channel"
17678,"GUCY2D","Kinase"
17679,"KCTD2","Other"
17680,"KCTD4","Other"
17681,"KCTD7","Other"
17682,"KCTD8","Other"
17683,"GVINP1","Enzyme"
17684,"CMPK1","Kinase"
17685,"H1F0","Other"
17686,"HIST1H1A","Other"
17687,"HSD17B6","Enzyme"
17688,"KDM8","Epigenetic"
17689,"H2AFV","Other"
17690,"HIST2H2BC","Other"
17691,"HIST2H2BD","Other"
17692,"H2AFY","Other"
17693,"KISS1","Other"
17694,"HARBI1","Enzyme"
17695,"GLUL","Enzyme"
17696,"IPO8","Other"
17697,"IPO9","Other"
17698,"PPP1R2B","Enzyme"
17699,"PPP1R2C","Enzyme"
17700,"PPP1R2P1","Enzyme"
17701,"IPPK","Enzyme"
17702,"IPP","Other"
17703,"ITPRIP","Other"
17704,"GRIA2","Ion Channel"
17705,"GRIA3","Ion Channel"
17706,"GRIK2","Ion Channel"
17707,"GRK4","Kinase"
17708,"GRIK3","Ion Channel"
17709,"GRM2","GPCR"
17710,"GRM4","GPCR"
17711,"GRM5","GPCR"
17712,"PPA1","Enzyme"
17713,"GRM7","GPCR"
17714,"GRM8","GPCR"
17715,"GLIPR1L2","Other"
17716,"GRPR","GPCR"
17717,"IRF7","Transcription Factor"
17718,"IRF8","Transcription Factor"
17719,"IRF9","Transcription Factor"
17720,"IRGM","Enzyme"
17721,"IRGQ","Enzyme"
17722,"GSDMC","Other"
17723,"ISCA2","Other"
17724,"GSDMD","Other"
17725,"GSDME","Other"
17726,"GSE1","Other"
17727,"GSG1L","Other"
17728,"GSK3A","Kinase"
17729,"KCND3","Ion Channel"
17730,"GSTM4","Enzyme"
17731,"GSTM5","Enzyme"
17732,"GSTT2B","Enzyme"
17733,"KCNE4","Ion Channel"
17734,"KCNG3","Ion Channel"
17735,"KCNG4","Ion Channel"
17736,"GTPBP10","Other"
17737,"KCNN1","Ion Channel"
17738,"GUCA2A","Other"
17739,"GUCA2B","Enzyme"
17740,"KCNQ1DN","Other"
17741,"GUCY2F","Kinase"
17742,"CKMT1A","Kinase"
17743,"KCTD5","Other"
17744,"KCTD6","Other"
17745,"GVQW1","Other"
17746,"GVQW2","Other"
17747,"MASTL","Kinase"
17748,"GXYLT1","Enzyme"
17749,"GXYLT2","Enzyme"
17750,"GYS1","Enzyme"
17751,"KCNG2","Ion Channel"
17752,"SLC2A1","Transporter"
17753,"GTPBP6","Other"
17754,"KCNH5","Ion Channel"
17755,"SLC2A2","Transporter"
17756,"SLC2A5","Transporter"
17757,"KCNK15","Ion Channel"
17758,"KCNN3","Ion Channel"
17759,"HIST1H2AC","Other"
17760,"HIST1H2AD","Other"
17761,"H2AFX","Other"
17762,"HIST2H2AC","Other"
17763,"H2AFJ","Other"
17764,"HIST2H2BF","Other"
17765,"H3F3A","Other"
17766,,"Other"
17767,"HS6ST1","Enzyme"
17768,"HCK","Kinase"
17769,"KIT","Kinase"
17770,"HCN4","Ion Channel"
17771,"IGKJ1","Other"
17772,"HADH","Enzyme"
17773,"CAMKK1","Kinase"
17774,"HCFC1","Other"
17775,"KLHL30-AS1","Other"
17776,"KLHDC4","Other"
17777,"KLHDC9","Other"
17778,"HDGFL3","Epigenetic"
17779,"HDHD2","Enzyme"
17780,"KLF15","Transcription Factor"
17781,"HDAC3","Epigenetic"
17782,"HTT","Other"
17783,"KLF5","Transcription Factor"
17784,"HELZ","Enzyme"
17785,"ALAS2","Enzyme"
17786,"KMT2E","Epigenetic"
17787,"GAGE7","Other"
17788,"GALR3","GPCR"
17789,"GATA5","Transcription Factor"
17790,"GATAD1","Transcription Factor"
17791,"GATC","Enzyme"
17792,"GLIS3","Transcription Factor"
17793,"GLI2","Transcription Factor"
17794,"GK","Kinase"
17795,"GCGR","GPCR"
17796,"GCG","Other"
17797,"GALNT18","Enzyme"
17798,,"Other"
17799,"KPNA3","Other"
17800,"GLYATL1B","Other"
17801,"GYG1","Enzyme"
17802,"GLYR1","Epigenetic"
17803,"GLYATL2","Enzyme"
17804,"GMEB1","Transcription Factor"
17805,"FOLH1","Enzyme"
17806,"FOXI2","Transcription Factor"
17807,"FRS3","Other"
17808,"RPGRIP1L","Other"
17809,"FUT4","Enzyme"
17810,"FBXL12","Other"
17811,"FUT7","Enzyme"
17812,"FOXD4L6","Transcription Factor"
17813,"FZD10","GPCR"
17814,"FXYD6P3","Ion Channel"
17815,"FYB1","Other"
17816,"H6PD","Other"
17817,"G6PC2","Enzyme"
17818,"G6PD","Enzyme"
17819,"GAPDHS","Enzyme"
17820,"ABAT","Enzyme"
17821,"GALNT2","Enzyme"
17822,"GANAB","Enzyme"
17823,"GAPT","Other"
17824,"GALNT8","Enzyme"
17825,"GALNT9","Enzyme"
17826,"HAGH","Enzyme"
17827,"GLRA1","Ion Channel"
17828,"GLRX5","Other"
17829,"GLRA4","Ion Channel"
17830,"GLTPD2","Other"
17831,"GALNTL5","Enzyme"
17832,"PRKCSH","Enzyme"
17833,"KPNA2","Other"
17834,"GLYATL1","Enzyme"
17835,"GLYATL3","Enzyme"
17836,"GMPPB","Enzyme"
17837,"GML","Other"
17838,"GNA12","Other"
17839,"GNAI1","Other"
17840,"GNAO1","Other"
17841,"GNAS","Other"
17842,"GCNT2","Enzyme"
17843,"GOLGA3","Other"
17844,"GOLGA1","Other"
17845,"IDNK","Kinase"
17846,"RNF130","Enzyme"
17847,"IFI35","Other"
17848,"INO80B","Other"
17849,"INO80E","Other"
17850,"GON4L","Other"
17851,"GOLT1A","Other"
17852,"INAVA","Other"
17853,"GORASP2","Other"
17854,"GPR108","Other"
17855,"REXO1L1P","Enzyme"
17856,"GPR135","GPCR"
17857,"GPR162","GPCR"
17858,"GPR143","GPCR"
17859,"GPR148","GPCR"
17860,"GPR171","GPCR"
17861,"GPR150","GPCR"
17862,"GPR153","GPCR"
17863,"GPR180","Other"
